age,income,utilization,num_trades,delinq_30d,credit_history_length,transaction_amount,merchant_risk_score,device_trust_score,velocity_score,fraud_flag
45.656604957053176,35254.860208346065,0.1684946337440612,9,0,15.938896124925595,328.43981285042156,1,0.39432484228569975,3.4076713316510405,0
29.520190725114055,25219.090136674196,0.1667631090559411,1,0,12.58667400075508,9.029691047055824,5,0.7421723502712894,1.3299568283634327,0
51.00541434967749,29518.23441341524,0.07544727984995923,14,0,4.6432006137395945,365.7181026410766,1,0.8648889268549016,3.5307686701700796,0
53.286776596694565,49859.04428217532,0.3574793373410348,7,1,11.465797865251371,121.94104768805083,1,0.6604383713465166,2.6456411594820346,0
18.587577736153964,36369.89480425311,0.42764243147629444,10,0,13.108232970046235,49.824000984735996,5,0.975141522231047,4.297910520848996,0
26.373845917652183,43049.46095617026,0.4227876972900514,7,1,16.69635400127502,92.8009819600635,4,0.5374432499572136,2.185105801459464,1
43.53408483800742,50768.919278618254,0.0156399845758974,7,0,13.637921486791717,95.42581339735185,4,0.6419099955085232,4.839558780475402,0
38.20508889187701,30108.99576018802,0.2228914277600552,6,0,15.982807769946998,42.82437859171733,1,0.9219497885711232,1.5001661844361749,0
41.79838610994853,53004.07528854513,0.28166098431226,7,0,11.25521478051571,302.1201185694128,2,0.8722872713661171,3.002486834804628,0
31.763472869117038,43889.10110017441,0.24961780125953195,9,0,19.08889136355151,289.94203761753806,2,0.8249388578336424,4.63200918908887,0
52.55277569835394,19586.453465482664,0.23351264820788276,8,0,15.79038046466065,65.81127407531525,4,0.524832747578059,3.1129104711540387,0
51.33350322514738,74693.80198521972,0.4760357894981018,9,0,4.8784015757950545,26.575951713809044,3,0.766683973670561,8.64470896247792,0
42.79236837073459,28272.012257669357,0.03676345867930709,8,0,20.33532220593745,261.6858800300598,2,0.6467494504726564,4.240668905814972,0
55.526894483616395,15874.230154930538,0.32061382287499146,6,0,19.35342913629082,4.820740484889399,4,0.7322522242702735,3.487977312294552,0
47.61011210702455,21535.933513353557,0.3145213080401383,4,0,14.79284842231765,93.00666231783637,4,0.9004167692182786,1.9438698456474568,0
31.688490445401143,21795.90570978924,0.33652880897948817,5,0,13.68430622992479,132.62029626147302,4,0.22811778643490854,3.050315690749409,0
46.425009408989986,37275.31757301479,0.35466359444486384,11,0,21.951669413269954,20.20596379615106,1,0.7762356734452456,5.813398218890045,0
30.493408790052015,31668.40411588569,0.44650133654199997,11,0,2.200122802367556,175.6586432840231,4,0.5751231505515926,1.7493832986927256,0
